url,caption_1,caption_2,name
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2570.jpg,a building with a mural on the side of it,a picture of a building with a building in the background,arcUP2570.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000232/w0000000/w0000001.jpg,a painting of a man with a hat on,a painting of a man with a hat on,w0000001.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-121.jpg,a black and white photo of a person on a snowboard,a black and white photo of a person on a hill,Z0170-121.jpg
http://data.ukiyo-e.org/honolulu/images/4766.jpg,a painting of a painting of a man holding a kite,a painting of a painting of a man on a mountain,4766.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2104.jpg,a painting of a person holding a stuffed animal,a painting of a person holding a cow,arcUP2104.jpg
http://data.ukiyo-e.org/honolulu/images/4162.jpg,a painting of a bird on a wall next to a painting,a painting of a bird on the wall of a painting,4162.jpg
http://data.ukiyo-e.org/honolulu/images/5475.jpg,a large body of water next to a body of water,a view of a body of water with boats in it,5475.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000029.jpg,a painting on the wall of a building,a picture of a painting on the wall,w0000029.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000530/w0000000/w0000001.jpg,a painting of a toaster on a wall,a painting on the wall of a building,w0000001.jpg
http://data.ukiyo-e.org/honolulu/images/7252.jpg,a couple of people sitting on top of a boat,a group of people sitting on top of a wall,7252.jpg
http://data.ukiyo-e.org/honolulu/images/4432.jpg,a painting of a painting on a wall with a painting on it,a painting of a picture of a man on the beach,4432.jpg
https://data.ukiyo-e.org/bm/images/AN00535939_001_l.jpg,a group of people that are standing in front of a pool,a group of people standing in front of a swimming pool,AN00535939_001_l.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1165.jpg,a wall with a sign in front of it,a wall with a sign that says <unk>,arcUP1165.jpg
http://data.ukiyo-e.org/honolulu/images/7415.jpg,a group of people standing in front of a building,a group of people sitting in front of a building,7415.jpg
http://data.ukiyo-e.org/honolulu/images/8097.jpg,a group of women standing next to each other,a group of people standing around a table,8097.jpg
http://data.ukiyo-e.org/honolulu/images/5941.jpg,a painting of a man holding a frisbee,a painting of a man holding a frisbee,5941.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000015/w0000480/w0000002/w0000004.jpg,a wall of graffiti on a wall,a wall with graffiti on the wall,w0000004.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2428.jpg,a wall with a painting painted on it,a wall with a painting of a painting on it,arcUP2428.jpg
http://data.ukiyo-e.org/honolulu/images/2944.jpg,a painting of a mural on the side of a wall,a painting of a zebra on a wall,2944.jpg
http://data.ukiyo-e.org/honolulu/images/4082.jpg,a painting of a bird sitting on a wall,a painting of a bird sitting on a wall,4082.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1167.jpg,a sign on the side of a wall with graffiti on it,a sign that is on the side of a wall,arcUP1167.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP6294.jpg,a building with a mural on the side of it,a wall with a bunch of writing on it,arcUP6294.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000092.jpg,a wall with a painting on the wall,a wall with a painting on the wall,w0000092.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0927.jpg,a group of people standing next to each other,a bunch of kites that are on a wall,arcUP0927.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000049.jpg,a painting of a building with a painting on the wall,a painting of a building with a painting on the wall,w0000049.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000065.jpg,a couple of people standing next to each other,a group of people standing in front of a building,w0000065.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000006.jpg,a picture of a man holding a surfboard,a picture of a man holding a surfboard,w0000006.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000004/w0000006.jpg,a painting of a painting of a man on a wall,a wall with a painting of a man on it,w0000006.jpg
http://data.ukiyo-e.org/honolulu/images/5122.jpg,a group of people standing in front of a building,a group of people standing in front of a building,5122.jpg
http://data.ukiyo-e.org/honolulu/images/7741.jpg,a group of people standing next to each other,a picture of a woman in a dress,7741.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-238.jpg,a black and white photo of a wall with graffiti on it,a black and white photo of a wall with graffiti on it,Z0167-238.jpg
http://data.ukiyo-e.org/honolulu/images/5029.jpg,a picture of a painting on the wall of a house,a picture of a painting on the wall,5029.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2138.jpg,a painting of a person holding a kite,a painting of a person walking with a kite,arcUP2138.jpg
http://data.ukiyo-e.org/honolulu/images/3924.jpg,a group of people riding skis on a snow covered slope,a group of people riding skis down a snow covered slope,3924.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000003.jpg,a couple of people that are standing in front of a building,a couple of people standing next to each other,w0000003.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/maiduru/nishikie/mai01k53.jpg,a painting of a painting on the wall of a painting,a picture of a painting on the wall of a painting,mai01k53.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000132/w0000003/w0000010.jpg,a painting of a painting of a woman holding an umbrella,a painting of a woman holding an umbrella,w0000010.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3279a.jpg,a black and white photo of a brown wall,a close up of a wall on a wall,arcUP3279a.jpg
http://data.ukiyo-e.org/honolulu/images/8198.jpg,a wall covered in graffiti on a wall,a wall with graffiti on it in a wall,8198.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000030.jpg,a painting on the wall of a building,a painting on the wall of a building,w0000030.jpg
http://data.ukiyo-e.org/honolulu/images/3798.jpg,a group of people sitting around a building,a group of people standing in front of a building,3798.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0166/Z0166-453.jpg,a black and white photo of a bunch of animals,a black and white photo of a large group of people,Z0166-453.jpg
http://data.ukiyo-e.org/honolulu/images/2955.jpg,a group of people riding on the back of a boat,a group of people on a boat in the water,2955.jpg
http://data.ukiyo-e.org/honolulu/images/3522.jpg,a picture of a building with graffiti on it,a picture of a tree in front of a building,3522.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-811.jpg,a statue of a man holding a baby elephant,a statue of a man holding a baby elephant,Z0172-811.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000015/w0000461/w0000000/w0000001.jpg,a large body of water next to a river,a picture of a pool with a boat in the background,w0000001.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2878.jpg,a painting of a man and a woman on a wall,a painting of a man and a woman on a wall,arcUP2878.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0168/Z0168-636.jpg,a black and white photo of a man with a backpack,a black and white photo of a man with a hat,Z0168-636.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-497.jpg,a black and white photo of a building,a black and white photo of a street light,Z0173-497.jpg
http://data.ukiyo-e.org/honolulu/images/7433.jpg,a painting of a person with a bunch of birds in hand,a painting of a person holding a baseball bat,7433.jpg
http://data.ukiyo-e.org/honolulu/images/5321.jpg,a group of people standing in front of a building,a group of people standing in front of a mural on a wall,5321.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0768/Ebi0768_11.jpg,a painting of a person sitting on a bench,a painting of a man standing next to a wall,Ebi0768_11.jpg
http://data.ukiyo-e.org/honolulu/images/3139.jpg,a picture of a bird on the roof of a building,a bird is standing on top of a roof,3139.jpg
https://data.ukiyo-e.org/bm/images/AN00035664_001_l.jpg,a painting of a painting on the wall of a <unk>,a painting of a painting on the wall of a <unk>,AN00035664_001_l.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0171/Z0171-267.jpg,a black and white photo of a building,a black and white photo of a building,Z0171-267.jpg
http://data.ukiyo-e.org/honolulu/images/5158.jpg,a couple of boats that are sitting in the water,a couple of boats that are sitting in the water,5158.jpg
http://data.ukiyo-e.org/honolulu/images/4203.jpg,a bird that is flying over a wall,a bird that is flying over a wall,4203.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000025.jpg,a close up of a wall with writing on it,a close up of a book on a wall,w0000025.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1015.jpg,a couple of people that are on a wall,a couple of men standing next to each other,arcUP1015.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0164/Z0164-162.jpg,a black and white photo of a man in front of a building,a black and white photo of a group of people,Z0164-162.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1000.jpg,a woman holding a kite in front of a wall,a woman is holding a kite in the air,arcUP1000.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-011.jpg,a black and white photo of a man in a black and white photo,a black and white photo of a man and a woman,Z0173-011.jpg
http://data.ukiyo-e.org/honolulu/images/4039.jpg,a group of people standing next to a body of water,a group of people sitting on top of a beach,4039.jpg
http://data.ukiyo-e.org/honolulu/images/6093.jpg,a group of people sitting in front of a building,a group of people standing in front of a building,6093.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP4787.jpg,a group of people standing in front of a building,a wall with a painting of a group of people on it,arcUP4787.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5603.jpg,a colorful building with a mural on it,a building with a mural on the wall,arcUP5603.jpg
http://data.ukiyo-e.org/honolulu/images/7285.jpg,a woman is standing in front of a tree,a picture of a woman in a colorful dress,7285.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000027.jpg,a painting of a painting on the wall of a building,a wall with graffiti on the wall in front of a wall,w0000027.jpg
http://data.ukiyo-e.org/honolulu/images/6634.jpg,a black and white photo of a black and white bench,a black and white picture of a black and white wall,6634.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-489.jpg,a black and white photo of a building with a horse drawn carriage,a black and white photo of a building with a horse drawn carriage,Z0173-489.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-418.jpg,a black and white photo of a group of people,a black and white photo of a man holding a tennis racket,Z0172-418.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-027.jpg,a black and white photo of a painting of a person,a black and white photo of a large tree,Z0170-027.jpg
http://data.ukiyo-e.org/honolulu/images/4196.jpg,a group of people standing in front of a building,a group of people standing in front of a building,4196.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-257.jpg,a black and white photo of a person with a skateboard,a black and white photo of a person on a wall,Z0170-257.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000028.jpg,a large painting of a painting on the wall,a painting of a man standing in front of a window,w0000028.jpg
http://data.ukiyo-e.org/tnm/images/C0007279.jpg,a group of people standing next to a painting,a painting of a person holding a kite,C0007279.jpg
http://data.ukiyo-e.org/honolulu/images/2964.jpg,a group of people that are walking with horses,a group of people that are walking with horses,2964.jpg
http://data.ukiyo-e.org/honolulu/images/4356.jpg,a group of people standing on top of a sandy beach,a group of people standing on top of a sandy beach,4356.jpg
http://data.ukiyo-e.org/honolulu/images/5247.jpg,a swimming pool with a bunch of people on it,a swimming pool with a bunch of people on it,5247.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0885.jpg,a group of people that are standing in a room,a group of people that are on a wall,arcUP0885.jpg
http://data.ukiyo-e.org/honolulu/images/5876.jpg,a stuffed animal sitting on top of a table,a blue and white cat sitting on top of a bed,5876.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-081.jpg,a graffiti covered wall with graffiti on it,a black and white photo of graffiti on a wall,Z0170-081.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5329.jpg,a painting of a painting on a wall,a painting of a painting of a colorful wall,arcUP5329.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000222/w0000000/w0000053.jpg,a painting of a picture of a person on a wall,a wall with a picture of a person on it,w0000053.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0848.jpg,a bunch of kites hanging from a wall,a kite in the shape of a person wearing a hat,arcUP0848.jpg
http://data.ukiyo-e.org/honolulu/images/3852.jpg,a group of people walking on a beach,a couple of people walking down a beach,3852.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3620.jpg,a black and white photo of a building with a painting on the wall,a black and white photo of a building with a painting on the wall,arcUP3620.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi1379/Ebi1379_08.jpg,a painting of a man and children on a wall,a group of people standing around a wall,Ebi1379_08.jpg
http://data.ukiyo-e.org/honolulu/images/6083.jpg,a picture of a building with a mural on it,a picture of a building with graffiti on it,6083.jpg
http://data.ukiyo-e.org/honolulu/images/5453.jpg,a picture of a <unk> <unk> with a surfboard,a view of a beach with a sign on it,5453.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0977.jpg,a painting of a woman and a flag on a wall,a wall with a painting of a man and a flag on it,arcUP0977.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000043.jpg,a painting of a person on a wall with a tree,a painting of a person on a wall next to a painting,w0000043.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0842.jpg,a painting of a man and a woman on a wall,a painting of a man and a woman on a wall,arcUP0842.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000296/w0000000/w0000005.jpg,a picture of a building with a mural on the wall,a picture of a wall with a clock on it,w0000005.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000186/w0000000/w0000033.jpg,a group of people standing in front of a building,a group of people standing in front of a building,w0000033.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000136/w0000000/w0000012.jpg,a painting of a painting on the wall of a building,a painting of a painting on the wall of a building,w0000012.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1036.jpg,a painting of a painting on the wall of a building,a painting of a man and a painting on a wall,arcUP1036.jpg
https://data.ukiyo-e.org/bm/images/AN00327118_001_l.jpg,a boat that is sitting in the water,a couple of boats that are sitting in the water,AN00327118_001_l.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000533/w0000000/w0000035.jpg,a painting of a painting on a wall with a painting on it,a painting of a man and woman in front of a painting,w0000035.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000329/w0000000/w0000005.jpg,a painting of a painting of a painting on a wall,a painting of a painting on the wall of a building,w0000005.jpg
http://data.ukiyo-e.org/honolulu/images/5178.jpg,a group of people sitting on a beach,a group of people that are sitting in the water,5178.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP3456.jpg,a picture of a man and a woman on a wall,a painting of a man and a woman on a wall,arcUP3456.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000010/w0000324/w0000000/w0000001.jpg,a painting of a man and a dog on a beach,a picture of a building with a mural on the wall,w0000001.jpg
http://data.ukiyo-e.org/honolulu/images/5408.jpg,a group of people sitting around a table,a group of people sitting around a table,5408.jpg
http://data.ukiyo-e.org/honolulu/images/7306.jpg,a painting of a woman standing in front of a wall,a painting of a man standing next to a wall,7306.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0167/Z0167-169.jpg,a group of people standing around a building,a group of people standing in front of a building,Z0167-169.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/PVT/Ebi/Books/Ebi0998/Ebi0998_14.jpg,a colorful painting of a woman in a colorful dress,a painting of a woman in a colorful dress,Ebi0998_14.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5955.jpg,a painting of a person holding an umbrella,a wall with a painting of a woman holding a umbrella,arcUP5955.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0925.jpg,a painting of a woman standing next to a building,a group of people standing around a building,arcUP0925.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP5769.jpg,a wall with a painting on it,a wall with a mural on it,arcUP5769.jpg
http://data.ukiyo-e.org/honolulu/images/4164.jpg,a painting of two birds sitting on a wall,a painting of a bird sitting on a wall,4164.jpg
http://data.ukiyo-e.org/honolulu/images/5947.jpg,a painting of a man holding a stuffed animal,a painting of a person holding a stuffed animal,5947.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-500.jpg,a black and white photo of people on a beach,a black and white photo of people on a beach,Z0173-500.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0173/Z0173-086.jpg,a black and white photo of a group of people,a black and white photo of a group of people,Z0173-086.jpg
http://data.ukiyo-e.org/honolulu/images/5673.jpg,a group of people that are standing in front of a building,a group of people that are standing in front of a building,5673.jpg
http://data.ukiyo-e.org/honolulu/images/5991.jpg,a painting of a man holding a little boy,a painting of a man holding a <unk>,5991.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-003.jpg,a wall with a painting of a person on it,a painting of a person on a wall with a painting on it,Z0172-003.jpg
http://data.ukiyo-e.org/honolulu/images/4058.jpg,a group of people standing next to each other,a group of people standing next to each other,4058.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000008/w0000013/w0000002/w0000040.jpg,a wall with a bunch of writing on it,a wall with a bunch of writing on it,w0000040.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000534/w0000000/w0000048.jpg,a painting of a painting with a mural on the wall,a wall with a painting of a painting on the wall,w0000048.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000014/w0000520/w0000002/w0000001.jpg,a painting of a man standing next to a swimming pool,a painting of a painting on the side of a building,w0000001.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2883.jpg,a wall with a picture of a person on it,a wall with a painting of a person on it,arcUP2883.jpg
http://data.ukiyo-e.org/honolulu/images/5891.jpg,a group of people standing in front of a building,a group of people standing next to each other,5891.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2100.jpg,a painting of a painting of a person holding a pair of scissors,a painting of a person holding a pair of scissors,arcUP2100.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0172/Z0172-509.jpg,a black and white photo of a man riding a horse,a black and white photo of a man on a horse,Z0172-509.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/zuroku/Z0170/Z0170-275.jpg,a black and white photo of a group of people on a slope,a black and white photo of a group of people,Z0170-275.jpg
http://data.ukiyo-e.org/honolulu/images/5969.jpg,a group of people standing next to a group of horses,a group of people standing next to a wall with horses,5969.jpg
http://data.ukiyo-e.org/honolulu/images/5145.jpg,a group of people sitting on top of a green blanket,a group of people sitting in front of a group of people,5145.jpg
http://data.ukiyo-e.org/honolulu/images/4967.jpg,a group of boats that are in the water,a group of boats that are in the water,4967.jpg
http://data.ukiyo-e.org/honolulu/images/4352.jpg,a large tree in front of a large tree,a picture of a person walking by a tree,4352.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP0845.jpg,a blue and white umbrella in front of a wall,a colorful umbrella in front of a building,arcUP0845.jpg
http://data.ukiyo-e.org/honolulu/images/3577.jpg,a view of a building with a building in the background,a building that has a bunch of boats on it,3577.jpg
http://data.ukiyo-e.org/honolulu/images/4509.jpg,a painting of a person walking on a beach,a painting of a person walking on a beach,4509.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000009/w0000169/w0000000/w0000010.jpg,a painting on a wall with a painting on it,a painting of a man in a picture,w0000010.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP1159.jpg,a wall with a mural on it,a wall with a painting on the wall,arcUP1159.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000017/w0000651/w0000000/w0000005.jpg,a picture of a person holding a kite,a person holding a kite in a room,w0000005.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/arc/Prints/arcUP/arcUP2085.jpg,a close up of a wall with a colorful wall,a close up of a wall covered with colorful <unk>,arcUP2085.jpg
http://www.arc.ritsumei.ac.jp/archive01/theater/image/PB/kokkai/rarebook.ndl.go.jp/pre/image/gazou/W0000011/w0000449/w0000000/w0000008.jpg,a large window that has a painting on it,a view of a building with a large window in the background,w0000008.jpg
